time,.x,.y,.z
1970/01/01/07:21:58.335000,-0.797791234235,0.336218940247,0.0
1970/01/01/07:21:58.385000,-0.822163902062,0.346000514847,0.0
1970/01/01/07:21:58.435000,-0.822163902062,0.346000514847,0.0
1970/01/01/07:21:58.485000,-0.846553509498,0.355740313885,0.0
1970/01/01/07:21:58.535000,-0.846553509498,0.355740313885,0.0
1970/01/01/07:21:58.585000,-0.858757007128,0.360592957173,0.0
1970/01/01/07:21:58.635000,-0.870969602933,0.365433617519,0.0
1970/01/01/07:21:58.686000,-0.883420656022,0.370356651075,0.0
1970/01/01/07:21:58.735000,-0.907590706836,0.379871752963,0.0
1970/01/01/07:21:58.786000,-0.907590706836,0.379871752963,0.0
1970/01/01/07:21:58.835000,-0.931993994681,0.389426360063,0.0
1970/01/01/07:21:58.885000,-0.931993994681,0.389426360063,0.0
1970/01/01/07:21:58.936000,-0.956384177163,0.398924998675,0.0
1970/01/01/07:21:58.985000,-0.968577742144,0.403654712818,0.0
1970/01/01/07:21:59.036000,-0.968577742144,0.403654712818,0.0
1970/01/01/07:21:59.085000,-0.992957962518,0.413087163935,0.0
1970/01/01/07:21:59.135000,-1.00515156842,0.417801527644,0.0
1970/01/01/07:21:59.185000,-1.00515156842,0.417801527644,0.0
1970/01/01/07:21:59.235000,-1.02956642014,0.427243216968,0.0
1970/01/01/07:21:59.285000,-1.02956642014,0.427243216968,0.0
1970/01/01/07:21:59.335000,-1.05403558736,0.436707011836,0.0
1970/01/01/07:21:59.385000,-1.06629354907,0.441447244159,0.0
1970/01/01/07:21:59.435000,-1.07857058869,0.446193568528,0.0
1970/01/01/07:21:59.485000,-1.07857058869,0.446193568528,0.0
1970/01/01/07:21:59.535000,-1.10314330176,0.455694693713,0.0
1970/01/01/07:21:59.585000,-1.11543797789,0.460453441364,0.0
1970/01/01/07:21:59.635000,-1.11543797789,0.460453441364,0.0
1970/01/01/07:21:59.685000,-1.14005568157,0.4699969322,0.0
1970/01/01/07:21:59.736000,-1.15237658889,0.47478071094,0.0
1970/01/01/07:21:59.785000,-1.15237658889,0.47478071094,0.0
1970/01/01/07:21:59.836000,-1.16494032326,0.479662847687,0.0
1970/01/01/07:21:59.885000,-1.18934357567,0.489157484593,0.0
1970/01/01/07:21:59.935000,-1.18934357567,0.489157484593,0.0
1970/01/01/07:21:59.985000,-1.21399905983,0.49876207874,0.0
1970/01/01/07:22:00.035000,-1.21399905983,0.49876207874,0.0
1970/01/01/07:22:00.085000,-1.22632706628,0.503563216422,0.0
1970/01/01/07:22:00.136000,-1.23864394283,0.508357387986,0.0
1970/01/01/07:22:00.185000,-1.26329083719,0.517927242838,0.0
1970/01/01/07:22:00.237000,-1.27561716803,0.522699552112,0.0
1970/01/01/07:22:00.285000,-1.27561716803,0.522699552112,0.0
1970/01/01/07:22:00.335000,-1.28794855601,0.527462654132,0.0
1970/01/01/07:22:00.385000,-1.31259119913,0.536952182268,0.0
1970/01/01/07:22:00.435000,-1.31259119913,0.536952182268,0.0
1970/01/01/07:22:00.485000,-1.32489958204,0.541677269169,0.0
1970/01/01/07:22:00.535000,-1.33745258549,0.546484258057,0.0
1970/01/01/07:22:00.585000,-1.34949895457,0.551088191644,0.0
1970/01/01/07:22:00.635000,-1.36203520978,0.555867087162,0.0
1970/01/01/07:22:00.686000,-1.38633970469,0.565101201588,0.0
1970/01/01/07:22:00.735000,-1.39860017236,0.569743738171,0.0
1970/01/01/07:22:00.785000,-1.39860017236,0.569743738171,0.0
1970/01/01/07:22:00.835000,-1.4111041447,0.574465911557,0.0
1970/01/01/07:22:00.885000,-1.43534794808,0.583590092848,0.0
1970/01/01/07:22:00.935000,-1.43534794808,0.583590092848,0.0
1970/01/01/07:22:00.985000,-1.44760351408,0.588179586472,0.0
1970/01/01/07:22:01.036000,-1.47211299668,0.597315148004,0.0
1970/01/01/07:22:01.086000,-1.48436118139,0.601859551042,0.0
1970/01/01/07:22:01.135000,-1.49660997892,0.60638805502,0.0
1970/01/01/07:22:01.185000,-1.50884725247,0.61089966973,0.0
1970/01/01/07:22:01.235000,-1.50884725247,0.61089966973,0.0
1970/01/01/07:22:01.285000,-1.52132817238,0.615484658806,0.0
1970/01/01/07:22:01.335000,-1.53355142488,0.61996230745,0.0
1970/01/01/07:22:01.385000,-1.55773785725,0.628777579389,0.0
1970/01/01/07:22:01.435000,-1.55773785725,0.628777579389,0.0
1970/01/01/07:22:01.485000,-1.56994593824,0.633204571376,0.0
1970/01/01/07:22:01.535000,-1.59433665662,0.642007551312,0.0
1970/01/01/07:22:01.585000,-1.60651960852,0.646383645224,0.0
1970/01/01/07:22:01.635000,-1.60651960852,0.646383645224,0.0
1970/01/01/07:22:01.686000,-1.63087226583,0.655085840146,0.0
1970/01/01/07:22:01.735000,-1.64304239823,0.659412225479,0.0
1970/01/01/07:22:01.785000,-1.64304239823,0.659412225479,0.0
1970/01/01/07:22:01.835000,-1.66740731179,0.668018489394,0.0
1970/01/01/07:22:01.885000,-1.66740731179,0.668018489394,0.0
1970/01/01/07:22:01.935000,-1.69178182973,0.676563744407,0.0
1970/01/01/07:22:01.985000,-1.69178182973,0.676563744407,0.0
1970/01/01/07:22:02.036000,-1.71615388321,0.685050438604,0.0
1970/01/01/07:22:02.085000,-1.72834046836,0.689273192723,0.0
1970/01/01/07:22:02.135000,-1.74051975068,0.693482013318,0.0
1970/01/01/07:22:02.186000,-1.74051975068,0.693482013318,0.0
1970/01/01/07:22:02.235000,-1.76487993034,0.701862752382,0.0
1970/01/01/07:22:02.285000,-1.76487993034,0.701862752382,0.0
1970/01/01/07:22:02.336000,-1.77715299231,0.706117469286,0.0
1970/01/01/07:22:02.385000,-1.80188093653,0.714785902994,0.0
1970/01/01/07:22:02.436000,-1.80188093653,0.714785902994,0.0
1970/01/01/07:22:02.485000,-1.82663940194,0.723537638641,0.0
1970/01/01/07:22:02.535000,-1.82663940194,0.723537638641,0.0
1970/01/01/07:22:02.585000,-1.84133621415,0.728832749729,0.0
1970/01/01/07:22:02.635000,-1.85835878112,0.735044847603,0.0
1970/01/01/07:22:02.685000,-1.87762166645,0.742140772885,0.0
1970/01/01/07:22:02.736000,-1.89834066117,0.749811447515,0.0
1970/01/01/07:22:02.785000,-1.9422742986,0.766138472062,0.0
1970/01/01/07:22:02.835000,-1.96495464068,0.774583979494,0.0
1970/01/01/07:22:02.885000,-1.96495464068,0.774583979494,0.0
1970/01/01/07:22:02.935000,-1.98789483833,0.783132268376,0.0
1970/01/01/07:22:02.985000,-2.03422056627,0.800405213778,0.0
1970/01/01/07:22:03.035000,-2.03422056627,0.800405213778,0.0
1970/01/01/07:22:03.086000,-2.08084712424,0.81779796621,0.0
1970/01/01/07:22:03.135000,-2.10421380206,0.826515293904,0.0
1970/01/01/07:22:03.185000,-2.10421380206,0.826515293904,0.0
1970/01/01/07:22:03.235000,-2.15099900492,0.843969942202,0.0
1970/01/01/07:22:03.285000,-2.17440645283,0.852702924638,0.0
1970/01/01/07:22:03.335000,-2.17440645283,0.852702924638,0.0
1970/01/01/07:22:03.385000,-2.19781931442,0.861437951238,0.0
1970/01/01/07:22:03.435000,-2.22123569735,0.870174299997,0.0
1970/01/01/07:22:03.485000,-2.24465437022,0.87891150531,0.0
1970/01/01/07:22:03.535000,-2.26807453177,0.887649266774,0.0
1970/01/01/07:22:03.586000,-2.29149566111,0.896387389318,0.0
1970/01/01/07:22:03.635000,-2.3149174195,0.905125746656,0.0
1970/01/01/07:22:03.685000,-2.3383395867,0.913864256758,0.0
1970/01/01/07:22:03.735000,-2.36176201996,0.92260286529,0.0
1970/01/01/07:22:03.785000,-2.4086073446,0.940080252316,0.0
1970/01/01/07:22:03.835000,-2.43203013631,0.948818993331,0.0
1970/01/01/07:22:03.885000,-2.43203013631,0.948818993331,0.0
1970/01/01/07:22:03.935000,-2.47887584579,0.966296521363,0.0
1970/01/01/07:22:03.985000,-2.50229873613,0.975035298235,0.0
1970/01/01/07:22:04.036000,-2.50229873613,0.975035298235,0.0
1970/01/01/07:22:04.085000,-2.54914455152,0.992512864417,0.0
1970/01/01/07:22:04.135000,-2.54914455152,0.992512864417,0.0
1970/01/01/07:22:04.185000,-2.57256746901,1.00125165098,0.0
1970/01/01/07:22:04.236000,-2.5959903901,1.00999043882,0.0
1970/01/01/07:22:04.285000,-2.64283623851,1.02746801664,0.0
1970/01/01/07:22:04.335000,-2.66625916447,1.03620680614,0.0
1970/01/01/07:22:04.385000,-2.66625916447,1.03620680614,0.0
1970/01/01/07:22:04.435000,-2.71310501811,1.05368438572,0.0
1970/01/01/07:22:04.485000,-2.71310501811,1.05368438572,0.0
1970/01/01/07:22:04.535000,-2.73699640396,1.06259795147,0.0
1970/01/01/07:22:04.585000,-2.75995087289,1.07116196569,0.0
1970/01/01/07:22:04.635000,-2.80672486916,1.08861273616,0.0
1970/01/01/07:22:04.685000,-2.80672486916,1.08861273616,0.0
1970/01/01/07:22:04.735000,-2.83039739937,1.0974446497,0.0
1970/01/01/07:22:04.785000,-2.85295358041,1.10586006786,0.0
1970/01/01/07:22:04.836000,-2.87574929644,1.11436485342,0.0
1970/01/01/07:22:04.885000,-2.92059926279,1.1310977933,0.0
1970/01/01/07:22:04.935000,-2.92059926279,1.1310977933,0.0
1970/01/01/07:22:04.985000,-2.9426289613,1.13931678767,0.0
1970/01/01/07:22:05.035000,-2.96482005187,1.14759599532,0.0
1970/01/01/07:22:05.085000,-2.98586597246,1.15544795493,0.0
1970/01/01/07:22:05.136000,-3.02797073126,1.17115669353,0.0
1970/01/01/07:22:05.185000,-3.02797073126,1.17115669353,0.0
1970/01/01/07:22:05.235000,-3.06893393124,1.18643953137,0.0
1970/01/01/07:22:05.285000,-3.08898468259,1.19392020625,0.0
1970/01/01/07:22:05.335000,-3.10874754883,1.20129347495,0.0
1970/01/01/07:22:05.386000,-3.12822241403,1.20855929419,0.0
1970/01/01/07:22:05.435000,-3.12822241403,1.20855929419,0.0
1970/01/01/07:22:05.485000,-3.147409406,1.21571771167,0.0
1970/01/01/07:22:05.535000,-3.16630886721,1.22276885516,0.0
1970/01/01/07:22:05.585000,-3.20324752379,1.23655018813,0.0
1970/01/01/07:22:05.635000,-3.20324752379,1.23655018813,0.0
1970/01/01/07:22:05.686000,-3.2212883202,1.24328097494,0.0
1970/01/01/07:22:05.735000,-3.23904476803,1.24990567499,0.0
1970/01/01/07:22:05.785000,-3.27370955094,1.26283865523,0.0
1970/01/01/07:22:05.835000,-3.29062071133,1.2691479895,0.0
1970/01/01/07:22:05.885000,-3.29062071133,1.2691479895,0.0
1970/01/01/07:22:05.936000,-3.32360864921,1.28145536064,0.0
1970/01/01/07:22:05.985000,-3.33968904164,1.28745474619,0.0
1970/01/01/07:22:06.035000,-3.35549632654,1.29335223886,0.0
1970/01/01/07:22:06.085000,-3.35549632654,1.29335223886,0.0
1970/01/01/07:22:06.135000,-3.38630007922,1.30484471887,0.0
1970/01/01/07:22:06.186000,-3.40130106174,1.3104413906,0.0
1970/01/01/07:22:06.235000,-3.41603795519,1.31593953413,0.0
1970/01/01/07:22:06.285000,-3.43051325414,1.32134008015,0.0
1970/01/01/07:22:06.335000,-3.43051325414,1.32134008015,0.0
1970/01/01/07:22:06.385000,-3.44472953805,1.32664399102,0.0
1970/01/01/07:22:06.435000,-3.4586894658,1.33185225873,0.0
1970/01/01/07:22:06.485000,-3.48585125255,1.34198596856,0.0
1970/01/01/07:22:06.535000,-3.48585125255,1.34198596856,0.0
1970/01/01/07:22:06.585000,-3.49905877732,1.3469135245,0.0
1970/01/01/07:22:06.636000,-3.52474169617,1.35649548792,0.0
1970/01/01/07:22:06.685000,-3.5372230879,1.36115213306,0.0
1970/01/01/07:22:06.735000,-3.54946850733,1.36572073999,0.0
1970/01/01/07:22:06.785000,-3.54946850733,1.36572073999,0.0
1970/01/01/07:22:06.835000,-3.57326387473,1.37459848248,0.0
1970/01/01/07:22:06.885000,-3.58482012363,1.37890996884,0.0
1970/01/01/07:22:06.935000,-3.58482012363,1.37890996884,0.0
1970/01/01/07:22:06.986000,-3.59615299312,1.38313811525,0.0
1970/01/01/07:22:07.035000,-3.61816433327,1.39135026035,0.0
1970/01/01/07:22:07.086000,-3.61816433327,1.39135026035,0.0
1970/01/01/07:22:07.135000,-3.62884539495,1.39533522572,0.0
1970/01/01/07:22:07.185000,-3.6393163219,1.39924179256,0.0
1970/01/01/07:22:07.235000,-3.65964036013,1.40682442723,0.0
1970/01/01/07:22:07.285000,-3.66939689059,1.41046446202,0.0
1970/01/01/07:22:07.336000,-3.67902677193,1.41405724566,0.0
1970/01/01/07:22:07.385000,-3.68855266072,1.41761123104,0.0
1970/01/01/07:22:07.435000,-3.68855266072,1.41761123104,0.0
1970/01/01/07:22:07.486000,-3.69799640532,1.42113456948,0.0
1970/01/01/07:22:07.535000,-3.71671060371,1.42811659382,0.0
1970/01/01/07:22:07.585000,-3.72600779634,1.43158525563,0.0
1970/01/01/07:22:07.635000,-3.73527886025,1.43504416915,0.0
1970/01/01/07:22:07.685000,-3.73527886025,1.43504416915,0.0
1970/01/01/07:22:07.736000,-3.74471590613,1.43856500839,0.0
1970/01/01/07:22:07.785000,-3.76299756075,1.44538565627,0.0
1970/01/01/07:22:07.835000,-3.76299756075,1.44538565627,0.0
1970/01/01/07:22:07.885000,-3.77221868746,1.44882593887,0.0
1970/01/01/07:22:07.935000,-3.78143473906,1.45226432801,0.0
1970/01/01/07:22:07.985000,-3.79985707193,1.45913746112,0.0
1970/01/01/07:22:08.036000,-3.79985707193,1.45913746112,0.0
1970/01/01/07:22:08.085000,-3.81827196091,1.466007817,0.0
1970/01/01/07:22:08.135000,-3.81827196091,1.466007817,0.0
1970/01/01/07:22:08.185000,-3.82747787102,1.46944242249,0.0
1970/01/01/07:22:08.236000,-3.83668315039,1.47287679265,0.0
1970/01/01/07:22:08.285000,-3.85509251265,1.47974508659,0.0
1970/01/01/07:22:08.335000,-3.86429682066,1.48317909435,0.0
1970/01/01/07:22:08.386000,-3.87350097607,1.48661304518,0.0
1970/01/01/07:22:08.435000,-3.8827050246,1.49004695613,0.0
1970/01/01/07:22:08.485000,-3.8827050246,1.49004695613,0.0
1970/01/01/07:22:08.535000,-3.9011129195,1.49691470262,0.0
1970/01/01/07:22:08.585000,-3.91031680399,1.50034855237,0.0
1970/01/01/07:22:08.636000,-3.91952066271,1.50378239251,0.0
1970/01/01/07:22:08.685000,-3.92872450336,1.50721622591,0.0
1970/01/01/07:22:08.735000,-3.9379283313,1.51065005456,0.0
1970/01/01/07:22:08.785000,-3.9379283313,1.51065005456,0.0
1970/01/01/07:22:08.835000,-3.94713215032,1.51408387989,0.0
1970/01/01/07:22:08.885000,-3.95633596305,1.51751770287,0.0
1970/01/01/07:22:08.935000,-3.96553977133,1.52095152419,0.0
1970/01/01/07:22:08.985000,-3.9746755836,1.52435997708,0.0
1970/01/01/07:22:09.035000,-3.99216770897,1.53088606185,0.0
1970/01/01/07:22:09.085000,-3.99216770897,1.53088606185,0.0
1970/01/01/07:22:09.135000,-4.00815428421,1.53685044542,0.0
1970/01/01/07:22:09.185000,-4.01551668564,1.53959726176,0.0
1970/01/01/07:22:09.235000,-4.02245604517,1.54218624667,0.0
1970/01/01/07:22:09.285000,-4.02898164027,1.54462086144,0.0
1970/01/01/07:22:09.336000,-4.03510777659,1.54690644333,0.0
1970/01/01/07:22:09.385000,-4.04085174198,1.5490494422,0.0
1970/01/01/07:22:09.435000,-4.04623241694,1.55105690214,0.0
1970/01/01/07:22:09.486000,-4.04623241694,1.55105690214,0.0
1970/01/01/07:22:09.535000,-4.05598208492,1.55469437662,0.0
1970/01/01/07:22:09.585000,-4.05598208492,1.55469437662,0.0
1970/01/01/07:22:09.636000,-4.06038985995,1.55633886024,0.0
1970/01/01/07:22:09.685000,-4.06451124884,1.55787649689,0.0
1970/01/01/07:22:09.735000,-4.06844111515,1.55934267897,0.0
1970/01/01/07:22:09.787000,-4.07196875899,1.56065879707,0.0
1970/01/01/07:22:09.835000,-4.07847768519,1.56308719289,0.0
1970/01/01/07:22:09.885000,-4.07847768519,1.56308719289,0.0
1970/01/01/07:22:09.935000,-4.08416192434,1.56520790868,0.0
1970/01/01/07:22:09.985000,-4.08416192434,1.56520790868,0.0
1970/01/01/07:22:10.035000,-4.08672758627,1.56616512382,0.0
1970/01/01/07:22:10.085000,-4.08912484711,1.5670595107,0.0
1970/01/01/07:22:10.135000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.186000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.235000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.285000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.335000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.385000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.435000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.485000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.535000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.585000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.635000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.685000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.735000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.786000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.835000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.885000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.935000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:10.985000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.035000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.086000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.135000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.185000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.235000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.285000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.335000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.385000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.435000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.485000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.535000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.585000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.635000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.685000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.736000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.785000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.835000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.885000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.935000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:11.985000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.035000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.085000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.135000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.185000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.235000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.285000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.335000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.385000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.435000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.485000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.535000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.585000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.636000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.685000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.735000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.785000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.836000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.885000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.935000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:12.985000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.035000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.085000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.136000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.186000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.235000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.285000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.336000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.385000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.435000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.485000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.535000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.586000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.635000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.685000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.735000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.785000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.835000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.885000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.935000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:13.985000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.038000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.085000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.135000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.185000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.235000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.286000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.336000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.385000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.435000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.485000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.535000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.585000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.635000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.685000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.735000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.785000,-4.09345744599,1.56867594707,0.0
1970/01/01/07:22:14.835000,-4.09345744599,1.56867594707,0.0
